transcript	status	logFC_cat	logFC	avetpm	length	eff_length	tpm1	tpm2	isopct1	isopct2	gene	avetpm_cat
ENST00000461742	1	[ 1.51, 2.40)	2.39563024982009	0.489365060991089	5428	5282.55	0.156295	0.822435121982178	0.0413301925260563	0.0413301925260563	ENSG00000116852	[   0.192,   0.617)
ENST00000477146	1	[ 1.51, 2.40)	2.39563024982009	4.87520881580847	6548	6402.55	1.55706	8.19335763161694	0.411744390892999	0.411744390892999	ENSG00000116852	[   2.459,3242.300]
ENST00000534043	1	[ 1.51, 2.40)	2.39563024982009	0.515490414130407	3065	2919.55	0.164639	0.866341828260813	0.0435366554739268	0.0435366554739268	ENSG00000116852	[   0.192,   0.617)
ENST00000367329	1	[ 1.51, 2.40)	1.95558748680771	0.561725436700827	1764	1618.55	0.893176	0.230274873401654	0.0280846751559857	0.00724067262899047	ENSG00000116857	[   0.192,   0.617)
ENST00000367330	1	[ 0.00, 1.51)	0.0837597969094835	0.616564174661895	1959	1813.55	0.598671	0.634457349323789	0.0188243756665082	0.0199496275718183	ENSG00000116857	[   0.192,   0.617)
ENST00000367332	1	[ 0.00, 1.51)	0.440897473223145	1.1481563978323	1544	1398.55	0.974067	1.3222457956646	0.0306281799725536	0.0415761772009189	ENSG00000116857	[   0.617,   2.459)
ENST00000367333	1	  Inf	Inf	0.2700115	1572	1426.55	0.540023	0	0.0169802710011922	0	ENSG00000116857	[   0.192,   0.617)
ENST00000367334	1	[ 3.38,32.14)	4.42203652620374	14.7731768823903	1529	1383.55	28.2295	1.3168537647806	0.88763730475953	0.0414066323006886	ENSG00000116857	[   2.459,3242.300]
ENST00000414605	1	  Inf	Inf	0.230069144399607	397	252.378	0	0.460138288799213	0	0.0144684075341893	ENSG00000116857	[   0.192,   0.617)
ENST00000435310	1	[ 2.40, 3.38)	3.25992040105652	1.01591441530573	507	361.719	0.192057	1.83977183061146	0.00603896483608286	0.0578490624735281	ENSG00000116857	[   0.617,   2.459)
ENST00000455367	1	  Inf	Inf	0.705566303906455	487	341.754	0	1.41113260781291	0	0.0443710991925942	ENSG00000116857	[   0.617,   2.459)
ENST00000472411	1	[ 0.00, 1.51)	0.43054439309876	0.143309354585943	2892	2746.55	0.164536	0.122082709171886	0.00517360532690675	0.00383872073281759	ENSG00000116857	[   0.000,   0.192)
ENST00000485839	1	[ 0.00, 1.51)	1.12814628157025	0.207733374020392	948	802.552	0.130413	0.285053748040784	0.00410065512409375	0.00896311803689487	ENSG00000116857	[   0.192,   0.617)
ENST00000495205	1	[ 3.38,32.14)	8.23023494456045	12.1307401161966	971	825.552	0.0805241	24.1809561323931	0.0025319681571472	0.76033648232756	ENSG00000116857	[   2.459,3242.300]
ENST00000497582	0	[ 0.00, 1.51)	0	0	1075	929.552	0	0	0	0	ENSG00000116857	[   0.000,   0.192)
ENST00000373178	0	[ 0.00, 1.51)	0	15.5196	1668	1522.55	15.5196	15.5196	1	1	ENSG00000116863	[   2.459,3242.300]
ENST00000316156	0	[ 0.00, 1.51)	0	4.38726	3456	3310.55	4.38726	4.38726	0.139496932711965	0.139496932711965	ENSG00000116871	[   2.459,3242.300]
ENST00000373148	0	[ 0.00, 1.51)	0	11.5404	1797	1651.55	11.5404	11.5404	0.366937542399849	0.366937542399849	ENSG00000116871	[   2.459,3242.300]
ENST00000373150	0	[ 0.00, 1.51)	0	11.8887	3238	3092.55	11.8887	11.8887	0.37801205853602	0.37801205853602	ENSG00000116871	[   2.459,3242.300]
ENST00000373151	0	[ 0.00, 1.51)	0	2.18823	3324	3178.55	2.18823	2.18823	0.0695767684313907	0.0695767684313907	ENSG00000116871	[   0.617,   2.459)
ENST00000429533	0	[ 0.00, 1.51)	0	0	959	813.552	0	0	0	0	ENSG00000116871	[   0.000,   0.192)
ENST00000462118	0	[ 0.00, 1.51)	0	0.191347	776	630.552	0.191347	0.191347	0.00608405236608643	0.00608405236608643	ENSG00000116871	[   0.000,   0.192)
ENST00000474796	0	[ 0.00, 1.51)	0	0	906	760.552	0	0	0	0	ENSG00000116871	[   0.000,   0.192)
ENST00000487114	0	[ 0.00, 1.51)	0	0.478206	890	744.552	0.478206	0.478206	0.0152049958754343	0.0152049958754343	ENSG00000116871	[   0.192,   0.617)
ENST00000487131	0	[ 0.00, 1.51)	0	0	733	587.552	0	0	0	0	ENSG00000116871	[   0.000,   0.192)
ENST00000527764	0	[ 0.00, 1.51)	0	0.103338	945	799.552	0.103338	0.103338	0.0032857259502717	0.0032857259502717	ENSG00000116871	[   0.000,   0.192)
ENST00000530729	0	[ 0.00, 1.51)	0	0	567	421.639	0	0	0	0	ENSG00000116871	[   0.000,   0.192)
ENST00000530975	0	[ 0.00, 1.51)	0	0	744	598.552	0	0	0	0	ENSG00000116871	[   0.000,   0.192)
ENST00000532131	0	[ 0.00, 1.51)	0	0.673103	771	625.552	0.673103	0.673103	0.0214019237289839	0.0214019237289839	ENSG00000116871	[   0.617,   2.459)
ENST00000235521	1	[ 1.51, 2.40)	2.34012721168306	12.6719609259868	2800	2654.55	4.17977	21.1641518519735	0.468410086325109	0.468410086325109	ENSG00000116874	[   2.459,3242.300]
ENST00000369426	1	[ 1.51, 2.40)	2.34012721168306	2.48506886542022	2811	2665.55	0.819685	4.15045273084043	0.0918588155830098	0.0918588155830098	ENSG00000116874	[   2.459,3242.300]
ENST00000495746	1	[ 1.51, 2.40)	2.34012721168306	3.42013217000335	621	475.552	1.12811	5.71215434000671	0.126422770268273	0.126422770268273	ENSG00000116874	[   2.459,3242.300]
ENST00000497402	0	[ 0.00, 1.51)	0	0	712	566.552	0	0	0	0	ENSG00000116874	[   0.000,   0.192)
ENST00000497761	1	[ 1.51, 2.40)	2.34012721168306	0.110016863814654	895	749.552	0.0362884	0.183745327629309	0.00406669567382896	0.00406669567382896	ENSG00000116874	[   0.000,   0.192)
ENST00000537870	1	[ 1.51, 2.40)	2.34012721168306	8.36595537477502	1508	1362.55	2.75946	13.97245074955	0.30924163214978	0.30924163214978	ENSG00000116874	[   2.459,3242.300]
ENST00000325945	0	[ 0.00, 1.51)	0	0.169082	1417	1271.55	0.169082	0.169082	0.610311793879628	0.284987594725061	ENSG00000116882	[   0.000,   0.192)
ENST00000361035	1	[ 1.51, 2.40)	1.9742953518631	0.266087	1668	1522.55	0.10796	0.424214	0.389688206120372	0.715012405274939	ENSG00000116882	[   0.192,   0.617)
ENST00000457318	0	[ 0.00, 1.51)	0	0	691	545.552	0	0	0	0	ENSG00000116882	[   0.000,   0.192)
ENST00000482991	0	[ 0.00, 1.51)	0	0	579	433.596	0	0	0	0	ENSG00000116882	[   0.000,   0.192)
ENST00000373137	0	[ 0.00, 1.51)	0	1.04611	1834	1688.55	1.04611	1.04611	1	1	ENSG00000116883	[   0.617,   2.459)
ENST00000235532	0	[ 0.00, 1.51)	0	2.04481	1455	1309.55	2.04481	2.04481	0.635404017935036	0.635404017935036	ENSG00000116885	[   0.617,   2.459)
ENST00000315643	0	[ 0.00, 1.51)	0	0	1136	990.552	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000354267	0	[ 0.00, 1.51)	0	0.647025	767	621.552	0.647025	0.647025	0.201056472094922	0.201056472094922	ENSG00000116885	[   0.617,   2.459)
ENST00000356637	0	[ 0.00, 1.51)	0	0.296958	1463	1317.55	0.296958	0.296958	0.0922766938531954	0.0922766938531954	ENSG00000116885	[   0.192,   0.617)
ENST00000433045	0	[ 0.00, 1.51)	0	0	1381	1235.55	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000445843	0	[ 0.00, 1.51)	0	0.130997	989	843.552	0.130997	0.130997	0.0407059923109902	0.0407059923109902	ENSG00000116885	[   0.000,   0.192)
ENST00000468441	0	[ 0.00, 1.51)	0	0	505	359.719	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000471369	0	[ 0.00, 1.51)	0	0.0983357	648	502.552	0.0983357	0.0983357	0.0305568238058569	0.0305568238058569	ENSG00000116885	[   0.000,   0.192)
ENST00000475160	0	[ 0.00, 1.51)	0	0	403	258.251	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000495222	0	[ 0.00, 1.51)	0	0	658	512.552	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000524789	0	[ 0.00, 1.51)	0	0	281	141.922	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000525869	0	[ 0.00, 1.51)	0	0	321	179.111	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000528112	0	[ 0.00, 1.51)	0	0	709	563.552	0	0	0	0	ENSG00000116885	[   0.000,   0.192)
ENST00000373116	1	[ 0.00, 1.51)	0.0188410101754709	37.9988785805593	1006	860.552	38.247	37.7507571611186	0.958613689244812	0.94617597704408	ENSG00000116898	[   2.459,3242.300]
ENST00000462067	1	[ 3.38,32.14)	31.6487837700811	1.07370010095146	1612	1466.55	6.37793e-10	2.14740020126512	1.59854916909696e-11	0.0538219266666616	ENSG00000116898	[   0.617,   2.459)
ENST00000477040	1	  Inf	Inf	0.570495	533	387.68	1.14099	0	0.0285975013279849	0	ENSG00000116898	[   0.192,   0.617)
ENST00000488606	1	[ 3.38,32.14)	12.5747565386604	0.255167319127014	2127	1981.55	0.510251	8.36382540276313e-05	0.012788809411218	2.09628925812279e-06	ENSG00000116898	[   0.192,   0.617)
ENST00000360394	1	[ 2.40, 3.38)	2.57554810032788	3.77605	5099	4953.55	1.08492	6.46718	0.178451355672375	0.564232806079271	ENSG00000116903	[   2.459,3242.300]
ENST00000366645	0	[ 0.00, 1.51)	0	4.99472	5100	4954.55	4.99472	4.99472	0.821548644327625	0.435767193920729	ENSG00000116903	[   2.459,3242.300]
ENST00000366646	1	  Inf	Inf	1.518255	2076	1930.55	3.03651	0	0.122623003410091	0	ENSG00000116906	[   0.617,   2.459)
ENST00000366647	1	[ 0.00, 1.51)	0.310420617052011	20.2128163114959	2643	2497.55	18.0466	22.3790326229919	0.728773589858277	0.903729674410321	ENSG00000116906	[   2.459,3242.300]
ENST00000416000	1	[ 1.51, 2.40)	1.92859684303053	1.50508168850405	1924	1778.55	0.626224	2.3839393770081	0.0252887254405489	0.0962703255896789	ENSG00000116906	[   0.617,   2.459)
ENST00000436239	1	  Inf	Inf	0.122799	839	693.552	0.245598	0	0.0099179533054433	0	ENSG00000116906	[   0.000,   0.192)
ENST00000469332	1	  Inf	Inf	0.567775	613	467.552	1.13555	0	0.045856773573059	0	ENSG00000116906	[   0.192,   0.617)
ENST00000492459	1	  Inf	Inf	0.836245	589	443.596	1.67249	0	0.0675399544125802	0	ENSG00000116906	[   0.617,   2.459)
ENST00000366639	0	[ 0.00, 1.51)	0	22.5644	2650	2504.55	22.5644	22.5644	0.829642371427659	0.829642371427659	ENSG00000116918	[   2.459,3242.300]
ENST00000413309	0	[ 0.00, 1.51)	0	0	646	500.552	0	0	0	0	ENSG00000116918	[   0.000,   0.192)
ENST00000475168	0	[ 0.00, 1.51)	0	0.29086	5629	5483.55	0.29086	0.29086	0.0106942697414267	0.0106942697414267	ENSG00000116918	[   0.192,   0.617)
ENST00000476913	0	[ 0.00, 1.51)	0	0.122003	581	435.596	0.122003	0.122003	0.00448577663227423	0.00448577663227423	ENSG00000116918	[   0.000,   0.192)
ENST00000602825	0	[ 0.00, 1.51)	0	4.22048	585	439.596	4.22048	4.22048	0.155177582198641	0.155177582198641	ENSG00000116918	[   2.459,3242.300]
ENST00000358011	0	[ 0.00, 1.51)	0	4.48902	2355	2209.55	4.48902	4.48902	0.458092012917137	0.458092012917137	ENSG00000116922	[   2.459,3242.300]
ENST00000461359	0	[ 0.00, 1.51)	0	0	763	617.552	0	0	0	0	ENSG00000116922	[   0.000,   0.192)
ENST00000464085	0	[ 0.00, 1.51)	0	0	919	773.552	0	0	0	0	ENSG00000116922	[   0.000,   0.192)
ENST00000464178	0	[ 0.00, 1.51)	0	1.76592	812	666.552	1.76592	1.76592	0.180207227290284	0.180207227290284	ENSG00000116922	[   0.617,   2.459)
ENST00000472584	0	[ 0.00, 1.51)	0	0.872108	722	576.552	0.872108	0.872108	0.0889961972103352	0.0889961972103352	ENSG00000116922	[   0.617,   2.459)
ENST00000477060	0	[ 0.00, 1.51)	0	0.110537	608	462.552	0.110537	0.110537	0.0112799935914346	0.0112799935914346	ENSG00000116922	[   0.000,   0.192)
ENST00000486637	0	[ 0.00, 1.51)	0	0.218062	852	706.552	0.218062	0.218062	0.0222526209552946	0.0222526209552946	ENSG00000116922	[   0.192,   0.617)
ENST00000488137	0	[ 0.00, 1.51)	0	0.473158	685	539.552	0.473158	0.473158	0.0482844586675592	0.0482844586675592	ENSG00000116922	[   0.192,   0.617)
ENST00000491797	0	[ 0.00, 1.51)	0	1.38621	649	503.552	1.38621	1.38621	0.141458877266277	0.141458877266277	ENSG00000116922	[   0.617,   2.459)
ENST00000491981	0	[ 0.00, 1.51)	0	0	612	466.552	0	0	0	0	ENSG00000116922	[   0.000,   0.192)
ENST00000494120	0	[ 0.00, 1.51)	0	0.362953	2570	2424.55	0.362953	0.362953	0.0370383447532677	0.0370383447532677	ENSG00000116922	[   0.192,   0.617)
ENST00000498448	0	[ 0.00, 1.51)	0	0.121417	747	601.552	0.121417	0.121417	0.0123902673484101	0.0123902673484101	ENSG00000116922	[   0.000,   0.192)
ENST00000373001	0	[ 0.00, 1.51)	0	17.1258	2732	2586.55	17.1258	17.1258	0.956254769883084	0.956254769883084	ENSG00000116954	[   2.459,3242.300]
ENST00000474456	0	[ 0.00, 1.51)	0	0.134967	2492	2346.55	0.134967	0.134967	0.00753616400558282	0.00753616400558282	ENSG00000116954	[   0.000,   0.192)
ENST00000493015	0	[ 0.00, 1.51)	0	0.484068	745	599.552	0.484068	0.484068	0.027028946615502	0.027028946615502	ENSG00000116954	[   0.192,   0.617)
ENST00000496778	0	[ 0.00, 1.51)	0	0.164409	568	422.639	0.164409	0.164409	0.00918011949583131	0.00918011949583131	ENSG00000116954	[   0.000,   0.192)
ENST00000366601	0	[ 0.00, 1.51)	0	9.93854	1966	1820.55	9.93854	9.93854	0.472433878180954	0.472433878180954	ENSG00000116957	[   2.459,3242.300]
ENST00000406207	0	[ 0.00, 1.51)	0	0.451944	1956	1810.55	0.451944	0.451944	0.0214834026567899	0.0214834026567899	ENSG00000116957	[   0.192,   0.617)
ENST00000461651	0	[ 0.00, 1.51)	0	0.161976	567	421.639	0.161976	0.161976	0.00769961683026261	0.00769961683026261	ENSG00000116957	[   0.000,   0.192)
ENST00000465463	0	[ 0.00, 1.51)	0	9.87451	463	317.819	9.87451	9.87451	0.469390177474419	0.469390177474419	ENSG00000116957	[   2.459,3242.300]
ENST00000472011	0	[ 0.00, 1.51)	0	0.490457	1840	1694.55	0.490457	0.490457	0.0233141389571301	0.0233141389571301	ENSG00000116957	[   0.192,   0.617)
ENST00000482230	0	[ 0.00, 1.51)	0	0	1050	904.552	0	0	0	0	ENSG00000116957	[   0.000,   0.192)
ENST00000543662	0	[ 0.00, 1.51)	0	0.119464	1980	1834.55	0.119464	0.119464	0.00567878590044508	0.00567878590044508	ENSG00000116957	[   0.000,   0.192)
ENST00000264187	1	[ 0.00, 1.51)	0.438594169440797	24.357395	5864	5718.55	20.6832	28.03159	0.737853257699617	1	ENSG00000116962	[   2.459,3242.300]
ENST00000366595	1	  Inf	Inf	3.674195	5412	5266.55	7.34839	0	0.262146742300383	0	ENSG00000116962	[   2.459,3242.300]
ENST00000238181	0	[ 0.00, 1.51)	0	0.627761	819	673.552	0.627761	0.627761	0.0170228080778497	0.0168780202288031	ENSG00000116977	[   0.617,   2.459)
ENST00000323938	0	[ 0.00, 1.51)	0	0.121692	1855	1709.55	0.121692	0.121692	0.00329988572181083	0.00327181847499845	ENSG00000116977	[   0.000,   0.192)
ENST00000341872	0	[ 0.00, 1.51)	0	12.3354	2437	2291.55	12.3354	12.3354	0.334495368083566	0.331650310755809	ENSG00000116977	[   2.459,3242.300]
ENST00000352231	0	[ 0.00, 1.51)	0	0	1402	1256.55	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000366583	0	[ 0.00, 1.51)	0	1.74939	1547	1401.55	1.74939	1.74939	0.0474376876284279	0.0470342053871868	ENSG00000116977	[   0.617,   2.459)
ENST00000366584	1	[ 2.40, 3.38)	2.9577969637948	0.16478385	4369	4223.55	0.0375817	0.291986	0.00101909176635587	0.00785035326267049	ENSG00000116977	[   0.000,   0.192)
ENST00000406509	0	[ 0.00, 1.51)	0	0.589681	1035	889.552	0.589681	0.589681	0.0159902040587971	0.0158541990447652	ENSG00000116977	[   0.192,   0.617)
ENST00000416919	0	[ 0.00, 1.51)	0	0.348254	1110	964.552	0.348254	0.348254	0.00944350000134363	0.00936317811517693	ENSG00000116977	[   0.192,   0.617)
ENST00000430527	0	[ 0.00, 1.51)	0	0.162305	569	423.639	0.162305	0.162305	0.00440117634748798	0.00436374205029602	ENSG00000116977	[   0.000,   0.192)
ENST00000434231	0	[ 0.00, 1.51)	0	0	574	428.596	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000442397	0	[ 0.00, 1.51)	0	0.367844	564	418.639	0.367844	0.367844	0.00997471619706952	0.00988987604047374	ENSG00000116977	[   0.192,   0.617)
ENST00000450372	0	[ 0.00, 1.51)	0	0.161382	2996	2850.55	0.161382	0.161382	0.00437614763137491	0.00433892621644973	ENSG00000116977	[   0.000,   0.192)
ENST00000454943	0	[ 0.00, 1.51)	0	0	846	700.552	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000475670	0	[ 0.00, 1.51)	0	0	561	415.639	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000481485	0	[ 0.00, 1.51)	0	0	799	653.552	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000489586	0	[ 0.00, 1.51)	0	0	1072	926.552	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000525042	0	[ 0.00, 1.51)	0	0	903	757.552	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000525789	0	[ 0.00, 1.51)	0	1.22169	559	413.68	1.22169	1.22169	0.0331282038875117	0.0328464312585943	ENSG00000116977	[   0.617,   2.459)
ENST00000526589	1	[ 2.40, 3.38)	2.54240537134521	4.541	6420	6274.55	7.75142	1.33058	0.210192947619884	0.0357740543870052	ENSG00000116977	[   2.459,3242.300]
ENST00000526634	0	[ 0.00, 1.51)	0	0	1852	1706.55	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000526652	0	[ 0.00, 1.51)	0	1.55563	534	388.68	1.55563	1.55563	0.0421835554138364	0.0418247623036998	ENSG00000116977	[   0.617,   2.459)
ENST00000527974	0	[ 0.00, 1.51)	0	0	1349	1203.55	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000528259	1	[ 2.40, 3.38)	2.54969708178038	4.576645	1045	899.552	1.33525	7.81804	0.0362075765871866	0.210196296472051	ENSG00000116977	[   2.459,3242.300]
ENST00000528782	0	[ 0.00, 1.51)	0	0	572	426.596	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000529489	0	[ 0.00, 1.51)	0	0	554	408.68	0	0	0	0	ENSG00000116977	[   0.000,   0.192)
ENST00000529796	0	[ 0.00, 1.51)	0	1.466	556	410.68	1.466	1.466	0.039753085397353	0.039414964700619	ENSG00000116977	[   0.617,   2.459)
ENST00000532640	0	[ 0.00, 1.51)	0	1.66228	514	368.719	1.66228	1.66228	0.0450755517014406	0.0446921606565791	ENSG00000116977	[   0.617,   2.459)
ENST00000532826	0	[ 0.00, 1.51)	0	5.38408	658	512.552	5.38408	5.38408	0.145998493878704	0.144756700644822	ENSG00000116977	[   2.459,3242.300]
ENST00000235628	0	[ 0.00, 1.51)	0	0.0845445	1107	961.552	0.0845445	0.0845445	1	1	ENSG00000116981	[   0.000,   0.192)
ENST00000372844	0	[ 0.00, 1.51)	0	0.270373	4856	4710.55	0.270373	0.270373	1	1	ENSG00000116983	[   0.192,   0.617)
ENST00000366576	0	[ 0.00, 1.51)	0	3.08951	5234	5088.55	3.08951	3.08951	0.326771586501326	0.326771586501326	ENSG00000116984	[   2.459,3242.300]
ENST00000366577	0	[ 0.00, 1.51)	0	4.32874	10529	10383.6	4.32874	4.32874	0.45784258259457	0.45784258259457	ENSG00000116984	[   2.459,3242.300]
ENST00000418145	0	[ 0.00, 1.51)	0	0.375628	998	852.552	0.375628	0.375628	0.0397294579057261	0.0397294579057261	ENSG00000116984	[   0.192,   0.617)
ENST00000463959	0	[ 0.00, 1.51)	0	0.92849	1972	1826.55	0.92849	0.92849	0.0982046183215513	0.0982046183215513	ENSG00000116984	[   0.617,   2.459)
ENST00000470570	0	[ 0.00, 1.51)	0	0.503197	4175	4029.55	0.503197	0.503197	0.0532221879886155	0.0532221879886155	ENSG00000116984	[   0.192,   0.617)
ENST00000535889	0	[ 0.00, 1.51)	0	0.229082	4157	4011.55	0.229082	0.229082	0.0242295666882116	0.0242295666882116	ENSG00000116984	[   0.192,   0.617)
ENST00000372827	1	[ 2.40, 3.38)	2.43698798920093	3.060888	4822	4676.55	5.1675	0.954276	0.970323771740041	0.857916531063958	ENSG00000116985	[   2.459,3242.300]
ENST00000397360	0	[ 0.00, 1.51)	0	0.158042	1548	1402.55	0.158042	0.158042	0.0296762282599593	0.142083468936042	ENSG00000116985	[   0.000,   0.192)
ENST00000372815	0	[ 0.00, 1.51)	0	0.363683	1944	1798.55	0.363683	0.363683	0.0587911033603022	0.0423796252263431	ENSG00000116990	[   0.192,   0.617)
ENST00000372816	1	[ 1.51, 2.40)	2.16923622571881	1.882624	1688	1542.55	0.684858	3.08039	0.110710584396658	0.358954841856713	ENSG00000116990	[   0.617,   2.459)
ENST00000397332	0	[ 0.00, 1.51)	0	5.13748	3256	3110.55	5.13748	5.13748	0.83049831224304	0.598665532916944	ENSG00000116990	[   2.459,3242.300]
ENST00000429311	0	[ 0.00, 1.51)	0	0	2038	1892.55	0	0	0	0	ENSG00000116990	[   0.000,   0.192)
ENST00000450953	0	[ 0.00, 1.51)	0	0	426	281.088	0	0	0	0	ENSG00000116990	[   0.000,   0.192)
ENST00000262861	1	  Inf	Inf	0.58892	6555	6409.55	1.17784	0	0.0560146106710154	0	ENSG00000116991	[   0.192,   0.617)
ENST00000308942	1	  Inf	Inf	1.96355	2937	2791.55	3.9271	0	0.186761340730612	0	ENSG00000116991	[   0.617,   2.459)
ENST00000366630	1	[ 3.38,32.14)	5.9823646289925	7.12956360343932	6690	6544.55	14.0371	0.222027206878642	0.667563244116442	0.0105589617874076	ENSG00000116991	[   2.459,3242.300]
ENST00000486472	1	  Inf	Inf	0.078065	511	365.719	0.15613	0	0.00742508419145693	0	ENSG00000116991	[   0.000,   0.192)
ENST00000494056	1	[ 3.38,32.14)	3.70925961036502	11.0834841744825	507	361.719	1.57439	20.5925783489649	0.0748733638646505	0.97932253865521	ENSG00000116991	[   2.459,3242.300]
ENST00000495863	1	[ 0.00, 1.51)	0.458755872712193	0.183788222078203	416	271.171	0.154811	0.212765444156406	0.00736235642582232	0.010118499557382	ENSG00000116991	[   0.000,   0.192)
ENST00000366570	0	[ 0.00, 1.51)	0	0	1799	1653.55	0	0	0	0	ENSG00000116996	[   0.000,   0.192)
ENST00000372771	1	[ 2.40, 3.38)	2.44495949276556	2.9187715	6246	6100.55	4.93181	0.905733	0.921703400416689	0.68373772061005	ENSG00000117000	[   2.459,3242.300]
ENST00000487606	0	[ 0.00, 1.51)	0	0.418946	384	239.623	0.418946	0.418946	0.0782965995833112	0.31626227938995	ENSG00000117000	[   0.192,   0.617)
ENST00000366555	1	[ 3.38,32.14)	3.77069152871308	3.92396896012263	609	463.552	0.535743	7.31219492024526	0.165981201047298	0.165981201047298	ENSG00000117009	[   2.459,3242.300]
ENST00000366557	1	[ 3.38,32.14)	3.77069152871308	2.46063717875936	4888	4742.55	0.335953	4.58532135751873	0.104083268349644	0.104083268349644	ENSG00000117009	[   2.459,3242.300]
ENST00000366558	1	[ 3.38,32.14)	3.77069152871308	9.36879514237547	1868	1722.55	1.27913	17.4584602847509	0.396293621560395	0.396293621560395	ENSG00000117009	[   2.459,3242.300]
ENST00000366559	1	[ 3.38,32.14)	3.77069152871308	4.55623610409582	5261	5115.55	0.622067	8.49040520819163	0.192725668449032	0.192725668449032	ENSG00000117009	[   2.459,3242.300]
ENST00000431245	1	[ 3.38,32.14)	3.77069152871308	2.04569080802222	604	458.552	0.2793	3.81208161604445	0.0865313208992193	0.0865313208992193	ENSG00000117009	[   0.617,   2.459)
ENST00000477907	0	[ 0.00, 1.51)	0	0	648	502.552	0	0	0	0	ENSG00000117009	[   0.000,   0.192)
ENST00000480967	1	[ 3.38,32.14)	3.77069152871308	1.28571630662449	735	589.552	0.17554	2.39589261324899	0.0543849196944109	0.0543849196944109	ENSG00000117009	[   0.617,   2.459)
ENST00000481087	0	[ 0.00, 1.51)	0	0	393	248.428	0	0	0	0	ENSG00000117009	[   0.000,   0.192)
ENST00000484229	0	[ 0.00, 1.51)	0	0	601	455.552	0	0	0	0	ENSG00000117009	[   0.000,   0.192)
ENST00000484628	0	[ 0.00, 1.51)	0	0	756	610.552	0	0	0	0	ENSG00000117009	[   0.000,   0.192)
ENST00000372696	0	[ 0.00, 1.51)	0	0.0554382	1009	863.552	0.0554382	0.0554382	0.0197705401683803	0.0197705401683803	ENSG00000117010	[   0.000,   0.192)
ENST00000372697	0	[ 0.00, 1.51)	0	0.430196	1028	882.552	0.430196	0.430196	0.153417811153258	0.153417811153258	ENSG00000117010	[   0.192,   0.617)
ENST00000372699	0	[ 0.00, 1.51)	0	1.90897	2097	1951.55	1.90897	1.90897	0.680782710572005	0.680782710572005	ENSG00000117010	[   0.617,   2.459)
ENST00000465152	0	[ 0.00, 1.51)	0	0.132359	562	416.639	0.132359	0.132359	0.0472022707473664	0.0472022707473664	ENSG00000117010	[   0.000,   0.192)
ENST00000472043	0	[ 0.00, 1.51)	0	0.277118	544	398.68	0.277118	0.277118	0.0988266673589909	0.0988266673589909	ENSG00000117010	[   0.192,   0.617)
ENST00000493756	0	[ 0.00, 1.51)	0	0	1329	1183.55	0	0	0	0	ENSG00000117010	[   0.000,   0.192)
ENST00000347132	1	[ 2.40, 3.38)	2.94173337846262	0.154206946061566	4099	3953.55	0.272896	0.0355178921231313	0.286127718842945	0.286127718842945	ENSG00000117013	[   0.000,   0.192)
ENST00000443478	1	[ 2.40, 3.38)	2.94173337846262	0.02304678909623	2435	2289.55	0.0407853	0.00530827819245994	0.0427628285182823	0.0427628285182823	ENSG00000117013	[   0.000,   0.192)
ENST00000506017	1	[ 2.40, 3.38)	2.94173337846262	0.311691897275655	3335	3189.55	0.551593	0.0717907945513103	0.578337706744462	0.578337706744462	ENSG00000117013	[   0.192,   0.617)
ENST00000509682	1	[ 2.40, 3.38)	2.94173337846262	0.0499988175665493	1926	1780.55	0.0884816	0.0115160351330985	0.0927717458943111	0.0927717458943111	ENSG00000117013	[   0.000,   0.192)
ENST00000372683	1	[ 3.38,32.14)	4.49666724665291	1.54994013017518	1408	1262.55	0.131489	2.96839126035036	0.0427196811902991	0.964405602675796	ENSG00000117016	[   0.617,   2.459)
ENST00000372684	1	[ 3.38,32.14)	4.74921936937019	1.52800886982482	7235	7089.55	2.94646	0.109557739649636	0.957280318809701	0.0355943973242038	ENSG00000117016	[   0.617,   2.459)
ENST00000263826	0	[ 0.00, 1.51)	0	0	3588	3442.55	0	0	0	0	ENSG00000117020	[   0.000,   0.192)
ENST00000336199	0	[ 0.00, 1.51)	0	0	1688	1542.55	0	0	0	0	ENSG00000117020	[   0.000,   0.192)
